cuda build: 1739719199.192453-search-HD_SD-0D/1740133971.4597774-3

------------------------- CONFIG -------------------------
	n_neurons: 25
	activation_func_name: Tanh
	dt: 50.0
	tau: 500.0
	W_in_init: normal
	W_rec_init: normal
	hidden_g: 1.1
	learn_x_0: True
	learn_W_in: False
	learn_W_rec: True
	learn_W_out: False
	state_noise_std: 0.1
	rate_noise_std: 0.0
	output_noise_std: 0.0
	weight_loss_type: 1
	weight_lambda: 0.01
	rate_loss_type: 2
	rate_lambda: 0.0
	rank: None
	time: 1740133971.4597774
	build_seed: 0
	max_hours: 48
	device: cuda
	optimiser_name: Adam
	num_loader_workers: 4
	training_threshold: 0.0
	training_convergence_std_threshold: 0.01
	training_convergence_std_threshold_window: 5000
	savedir: 1739719199.192453-search-HD_SD-0D
	save_initial_net: False
	save_losses: [0.2, 0.1, 0.05, 0.025, 0.01, 0.005, 0.001, 0.0008, 0.0006, 0.0004, 0.0002, 1e-05]
	save_epochs: 1000
	test_epochs: 100
	HF_damping: 0.5
	HF_delta_decay: 0.95
	HF_cg_max_iter: 100
	n_timesteps: 500
	n_epochs: -1
	max_epochs: 500000
	num_batch_repeats: 1
	batch_size: 500
	minibatch_size: 500
	max_lr: 0.001
	min_lr: 1e-09
	lr_initial_schedule: 1e-09
	lr_anneal_schedule: 1e-09
	test_n_timesteps: 500
	test_batch_size: 1000
	test_fig_width: 20
	test_fig_height: 10
	test_fig_margin: 0.06
	task: HD_SD-0D
	n_inputs: 5
	n_outputs: 4
	init_duration: 10
	av_step_std: 0.03
	av_step_momentum: 0.8
	av_step_zero_prob: 0.5
	name: 3

----------------------------------------------------------

(cuda) Test dataset loss without training: 0.5774

(cuda) Epoch: 1; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5841; Time Elapsed: 0.7s
(cuda) Epoch: 2; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5737; Time Elapsed: 1.0s
(cuda) Epoch: 3; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5734; Time Elapsed: 0.8s
(cuda) Epoch: 4; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5600; Time Elapsed: 1.1s
(cuda) Epoch: 5; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5511; Time Elapsed: 0.8s
(cuda) Epoch: 6; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5503; Time Elapsed: 0.7s
(cuda) Epoch: 7; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5563; Time Elapsed: 1.0s
(cuda) Epoch: 8; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5451; Time Elapsed: 0.8s
(cuda) Epoch: 9; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5365; Time Elapsed: 0.6s
(cuda) Epoch: 10; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5419; Time Elapsed: 0.5s
(cuda) Epoch: 11; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5356; Time Elapsed: 0.9s
(cuda) Epoch: 12; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5318; Time Elapsed: 1.0s
(cuda) Epoch: 13; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5291; Time Elapsed: 0.9s
(cuda) Epoch: 14; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5350; Time Elapsed: 0.5s
(cuda) Epoch: 15; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5281; Time Elapsed: 1.1s
(cuda) Epoch: 16; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5213; Time Elapsed: 0.9s
(cuda) Epoch: 17; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5254; Time Elapsed: 0.8s
(cuda) Epoch: 18; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5237; Time Elapsed: 0.8s
(cuda) Epoch: 19; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5160; Time Elapsed: 1.1s
(cuda) Epoch: 20; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5235; Time Elapsed: 1.0s
(cuda) Epoch: 21; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5227; Time Elapsed: 1.0s
(cuda) Epoch: 22; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5189; Time Elapsed: 1.1s
(cuda) Epoch: 23; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5222; Time Elapsed: 1.0s
(cuda) Epoch: 24; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5140; Time Elapsed: 0.8s
(cuda) Epoch: 25; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5176; Time Elapsed: 0.8s
(cuda) Epoch: 26; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5147; Time Elapsed: 0.7s
(cuda) Epoch: 27; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5172; Time Elapsed: 0.6s
(cuda) Epoch: 28; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5134; Time Elapsed: 0.7s
